price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,sqft_basement,zipcode,lat,long,sqft_lot15,age,renovated
282000.0,3,2.25,3600,2.0,0,0,3,0,98092,47.3198,-122.178,3600,11,0
400000.0,6,2.0,6554,2.0,0,1,3,350,98178,47.5115,-122.256,6554,118,0
650000.0,5,3.5,10018,2.0,0,0,3,1260,98034,47.7261,-122.17,10018,20,0
365000.0,3,2.5,99916,2.0,0,0,4,0,98042,47.3391,-122.093,73180,33,0
269950.0,4,2.5,7230,2.0,0,0,3,0,98023,47.2855,-122.36,7208,21,0
260000.0,2,1.0,19602,1.0,0,0,3,0,98010,47.3375,-122.048,17699,46,0
193000.0,3,1.5,7000,1.0,0,0,4,0,98023,47.2959,-122.373,7500,46,0
340000.0,4,2.25,6791,2.0,0,0,3,0,98038,47.3769,-122.028,6297,18,0
900000.0,4,3.25,38412,2.0,0,0,3,1280,98005,47.6445,-122.167,35571,45,0
371000.0,3,2.5,8361,2.0,0,0,3,0,98058,47.4627,-122.129,9368,32,0
300000.0,3,2.5,12750,2.0,0,0,3,0,98168,47.5003,-122.328,10000,32,0
449950.0,4,3.0,6977,2.0,0,0,3,0,98038,47.3542,-122.014,6600,20,0
299500.0,3,2.5,7163,2.0,0,0,3,0,98003,47.2735,-122.295,8634,34,0
995000.0,4,2.25,13406,1.0,0,0,4,0,98040,47.5377,-122.221,10743,60,0
335000.0,4,1.75,9472,1.0,0,0,3,570,98106,47.5299,-122.357,5195,63,0
280000.0,4,2.25,7350,1.0,0,0,4,810,98003,47.3258,-122.328,7210,45,0
446000.0,4,2.25,7800,1.0,0,0,3,980,98034,47.7278,-122.192,7280,46,0
325000.0,3,1.0,4500,1.0,0,0,4,0,98118,47.5273,-122.265,4500,80,0
450000.0,3,1.75,11200,1.0,0,0,3,0,98033,47.6641,-122.176,11200,68,0
322500.0,4,2.5,7107,2.0,0,0,3,0,98038,47.3843,-122.032,5705,23,0
453000.0,3,1.0,9473,1.0,0,0,5,0,98006,47.5637,-122.139,11465,68,0
655000.0,4,2.5,4412,2.0,0,0,3,0,98034,47.7076,-122.232,5470,22,0
603000.0,3,2.25,2800,2.0,0,0,5,550,98115,47.6819,-122.311,3400,97,0
235000.0,4,1.0,24000,1.5,0,0,3,0,98001,47.2751,-122.252,9600,76,0
968933.0,4,3.5,7304,2.0,0,0,3,1050,98033,47.681,-122.167,9600,17,0
435000.0,4,2.25,8548,2.0,0,0,3,0,98033,47.667,-122.178,8926,50,0
242000.0,3,2.0,8092,1.0,0,0,3,0,98038,47.3635,-122.054,8092,37,0
810000.0,4,2.75,10450,2.0,0,0,3,0,98052,47.6979,-122.112,10530,27,0
625000.0,3,2.5,64073,1.0,0,0,4,590,98072,47.7457,-122.141,48760,47,0
165000.0,3,1.5,7742,1.0,0,0,3,0,98001,47.3323,-122.276,7696,50,0
335000.0,3,1.0,6750,1.0,0,0,3,1160,98118,47.5327,-122.276,6075,63,0
286700.0,3,1.0,6600,1.0,0,0,3,0,98065,47.5297,-121.827,6600,65,0
699000.0,2,1.5,4050,1.0,0,0,4,0,98115,47.6768,-122.269,5940,69,0
280000.0,3,1.75,7280,1.0,0,0,3,450,98058,47.4288,-122.153,9634,49,0
580000.0,4,2.5,7064,2.0,0,0,3,0,98029,47.5716,-122.022,7451,35,0
754800.0,2,2.5,7781,2.0,0,0,3,0,98053,47.7072,-122.017,5984,17,0
525000.0,4,2.5,16801,2.0,0,0,3,0,98019,47.7266,-121.966,14013,28,0
562000.0,3,1.75,10530,1.0,0,2,3,0,98155,47.7437,-122.291,8274,61,0
575000.0,4,1.75,6060,1.0,0,0,3,420,98117,47.6805,-122.364,4680,97,0
808900.0,5,2.5,5901,2.0,0,0,3,0,98027,47.5396,-121.998,5775,17,0
992000.0,3,2.25,15207,1.0,0,0,4,880,98040,47.5571,-122.216,22000,57,0
335000.0,3,2.5,6698,2.0,0,0,3,0,98038,47.3826,-122.028,7346,26,0
473000.0,3,2.75,7200,1.0,0,0,3,0,98125,47.7163,-122.303,9000,38,0
350000.0,4,2.75,11210,1.0,0,1,4,1110,98023,47.3357,-122.336,9858,46,0
1600000.0,5,2.5,5374,2.5,0,0,4,0,98122,47.6154,-122.283,5800,117,0
305500.0,3,1.0,6090,1.0,0,0,4,0,98155,47.7542,-122.307,9096,73,0
233000.0,2,2.25,1656,2.0,0,0,3,0,98133,47.7064,-122.344,1312,22,0
490000.0,3,1.75,9000,1.0,0,0,3,0,98125,47.7152,-122.322,7488,52,0
445000.0,4,2.5,42077,2.0,0,0,3,0,98042,47.3424,-122.077,36236,29,0
355000.0,3,2.25,9674,1.0,0,0,3,700,98178,47.4856,-122.247,9674,64,0
360000.0,2,2.0,7607,1.0,0,0,4,0,98058,47.4287,-122.163,7109,36,0
985000.0,3,3.5,11920,2.0,0,0,5,0,98004,47.582,-122.194,10050,54,0
349950.0,2,3.25,2031,2.0,0,0,3,260,98126,47.548,-122.375,2039,17,0
520000.0,4,2.5,7161,2.0,0,0,3,200,98065,47.5383,-121.879,6822,18,0
355950.0,4,2.5,8540,1.0,0,0,3,740,98177,47.7654,-122.359,9120,68,0
485000.0,5,2.5,6129,2.0,0,0,3,0,98055,47.4461,-122.208,5928,19,0
143000.0,3,1.0,3315,1.0,0,0,4,0,98092,47.3159,-122.183,3120,54,0
355000.0,3,1.0,8512,1.0,0,0,4,0,98033,47.7002,-122.191,8512,56,0
200000.0,5,1.75,15525,1.0,0,0,4,0,98059,47.5025,-122.142,10395,64,0
913000.0,4,2.5,10576,2.0,0,0,3,0,98075,47.5899,-121.979,10351,24,0
1600000.0,3,2.5,12824,1.0,0,2,4,1340,98004,47.6151,-122.216,11985,57,0
409900.0,2,2.5,1845,2.0,0,0,3,0,98033,47.6897,-122.175,3174,26,0
265000.0,4,1.0,6034,1.0,0,0,3,240,98118,47.5223,-122.286,6034,73,0
740000.0,5,3.0,51836,1.0,0,0,5,1481,98008,47.6434,-122.115,8606,68,0
306000.0,4,2.5,8124,2.0,0,0,3,0,98092,47.3347,-122.17,6300,22,0
381000.0,3,2.5,3999,2.0,0,0,3,0,98065,47.5328,-121.871,4444,20,0
408000.0,2,1.0,7440,1.0,0,0,5,0,98133,47.7346,-122.352,7500,75,0
739900.0,5,2.5,5377,2.0,0,0,3,0,98052,47.7074,-122.101,6593,17,0
674250.0,4,2.5,35000,1.0,0,0,4,0,98072,47.7386,-122.091,35072,38,0
438400.0,2,1.0,8100,1.0,0,0,4,0,98177,47.7218,-122.37,8100,70,0
262000.0,3,1.75,6530,1.0,0,0,4,0,98023,47.2871,-122.354,6817,34,0
500000.0,4,2.5,7607,2.0,0,0,3,0,98052,47.685,-122.158,7600,28,0
332000.0,4,2.5,6566,2.0,0,0,3,0,98042,47.3809,-122.097,6999,19,0
824000.0,4,2.5,14240,1.0,0,0,4,700,98008,47.6269,-122.09,13200,49,0
290000.0,4,2.0,4788,1.0,0,0,3,0,98144,47.5878,-122.312,5000,55,0
700000.0,3,2.5,1545,2.0,0,2,3,260,98109,47.6268,-122.353,2570,21,0
550000.0,2,1.0,3420,1.0,0,0,4,300,98107,47.6715,-122.393,3656,101,0
549000.0,2,1.0,11165,1.5,0,0,4,0,98133,47.7212,-122.331,8851,102,0
858000.0,4,2.25,13720,2.0,0,0,3,0,98007,47.6133,-122.152,9657,45,0
345000.0,2,1.0,10423,1.0,0,0,3,0,98133,47.7252,-122.331,7857,76,0
1215000.0,4,2.25,9600,2.5,0,0,4,0,98040,47.5791,-122.241,13200,61,0
275000.0,3,2.25,1488,3.0,0,0,3,0,98133,47.7071,-122.336,1095,14,0
405000.0,3,1.0,7771,1.0,0,0,3,0,98008,47.6326,-122.119,7674,60,0
432500.0,3,2.0,8145,2.0,0,0,5,0,98155,47.7393,-122.325,8138,74,0
236500.0,4,1.0,4217,1.5,0,0,3,820,98118,47.5484,-122.287,5413,98,0
679000.0,4,1.5,4923,1.5,0,0,4,0,98103,47.6901,-122.339,4923,95,0
543000.0,4,2.5,8451,2.0,0,0,3,0,98133,47.7168,-122.333,9460,28,0
294000.0,3,1.0,9520,1.0,0,0,3,330,98178,47.4857,-122.253,10610,70,0
340500.0,3,1.75,10463,1.0,0,0,4,0,98058,47.4581,-122.162,8551,54,0
1012000.0,4,2.5,16263,2.0,0,0,3,0,98006,47.5457,-122.153,10018,34,0
335000.0,2,2.0,2560,1.0,0,0,3,0,98052,47.6344,-122.107,2560,47,0
425000.0,3,2.0,8011,1.0,0,0,3,0,98011,47.7342,-122.202,7141,35,0
353000.0,3,2.5,9240,2.0,0,0,4,0,98022,47.1896,-122.013,9240,22,0
540000.0,3,2.5,5146,2.0,0,0,3,0,98029,47.5707,-121.999,5146,32,0
640000.0,5,3.5,11928,2.0,0,0,3,1150,98074,47.6108,-122.06,11928,17,0
339950.0,3,1.0,11457,1.0,0,0,3,0,98028,47.7738,-122.261,9800,64,0
660000.0,4,1.75,10450,1.0,0,0,3,250,98005,47.5938,-122.154,10450,45,0
280000.0,6,3.0,9373,2.0,0,0,3,0,98002,47.3262,-122.214,7316,32,0
300000.0,6,3.0,9373,2.0,0,0,3,0,98002,47.3262,-122.214,7316,32,0
207500.0,3,1.0,8816,1.0,0,0,4,0,98023,47.3059,-122.368,9108,57,0
195000.0,3,1.5,8726,1.0,0,0,3,0,98146,47.4887,-122.343,8741,67,0
700000.0,3,2.0,3880,1.0,0,0,5,920,98117,47.686,-122.391,3880,69,0
560000.0,4,1.75,8555,1.0,0,2,4,690,98106,47.5344,-122.345,7405,41,0
260000.0,3,1.75,7344,1.0,0,0,5,0,98126,47.5256,-122.38,6207,112,0
575000.0,3,1.75,7344,1.0,0,0,5,0,98126,47.5256,-122.38,6207,112,0
475000.0,3,2.5,3239,2.0,0,0,3,420,98072,47.7515,-122.174,3431,17,0
753888.0,4,2.5,5500,2.0,0,2,3,0,98029,47.5439,-121.996,5500,20,0
650000.0,3,2.5,3600,2.0,0,0,3,0,98029,47.5506,-121.993,3600,20,0
620000.0,3,2.25,3478,1.5,0,0,4,560,98117,47.6773,-122.372,3478,94,0
526000.0,3,1.75,37801,1.0,0,0,3,480,98075,47.5858,-122.015,47480,46,0
155000.0,2,1.0,5200,1.0,0,0,5,0,98056,47.4924,-122.175,5200,71,0
342000.0,4,2.0,11200,1.0,0,0,3,450,98011,47.7573,-122.217,11200,64,0
608000.0,4,2.5,4736,2.0,0,0,3,0,98053,47.6869,-122.036,4791,22,0
179900.0,2,1.0,6400,1.0,0,0,3,0,98168,47.5136,-122.316,7800,80,0
166000.0,3,1.0,11675,1.0,0,0,3,0,98168,47.4849,-122.301,10042,66,0
462000.0,3,1.5,4500,1.5,0,0,3,300,98118,47.5366,-122.268,6000,95,0
545000.0,4,2.5,6023,2.0,0,0,3,0,98029,47.5713,-121.997,6023,33,0
415000.0,3,1.0,4500,1.5,0,0,3,0,98122,47.6118,-122.306,4500,120,0
269000.0,3,2.5,4200,2.0,0,0,3,0,98038,47.3838,-122.026,4200,20,0
356500.0,4,2.5,11473,2.0,0,0,3,0,98003,47.2809,-122.296,5997,15,0
225000.0,3,1.0,7633,1.0,0,0,4,0,98198,47.3781,-122.314,8386,62,0
175000.0,2,1.0,5130,1.0,0,0,4,0,98002,47.301,-122.226,6497,75,0
549000.0,5,2.5,9720,2.0,0,0,4,0,98005,47.5903,-122.157,9672,49,0
535000.0,3,2.75,12197,2.0,0,0,3,0,98166,47.4369,-122.338,11220,34,0
627000.0,4,2.25,7712,1.0,0,0,3,780,98027,47.5688,-122.087,7393,50,0
392450.0,4,2.0,2681,1.0,0,0,3,1135,98103,47.6965,-122.342,1280,111,0
509000.0,2,2.0,4675,1.0,0,0,3,0,98053,47.7086,-122.019,6361,17,0
340000.0,3,2.5,4800,1.0,0,0,3,200,98117,47.6865,-122.379,3840,102,0
537000.0,3,2.5,4800,1.0,0,0,3,200,98117,47.6865,-122.379,3840,102,0
865000.0,4,3.0,9892,2.0,0,0,3,0,98075,47.5937,-121.982,11294,25,0
358000.0,2,1.0,8340,1.0,0,0,3,0,98155,47.7448,-122.3,8149,75,0
595000.0,4,2.25,3225,1.5,0,0,5,620,98116,47.5848,-122.384,3750,100,0
661000.0,4,2.5,8058,2.0,0,0,3,0,98052,47.6791,-122.149,7757,25,0
419950.0,3,2.25,8500,1.0,0,0,4,600,98034,47.7211,-122.166,7700,46,0
490000.0,4,3.5,6420,2.0,0,0,3,0,98038,47.3545,-122.001,6291,17,0
525000.0,2,1.0,4000,1.0,0,0,3,0,98117,47.6847,-122.387,4000,83,0
350000.0,3,2.0,1298,3.0,0,0,3,0,98117,47.6959,-122.376,1503,28,0
552500.0,3,2.5,3582,2.0,0,0,3,0,98072,47.7749,-122.159,5449,15,0
210000.0,3,1.0,8970,1.0,0,0,4,0,98023,47.3283,-122.337,8450,62,0
390000.0,3,2.5,53250,2.0,0,0,3,0,98042,47.3323,-122.079,36549,33,0
336800.0,5,1.75,16650,1.5,0,0,3,220,98155,47.7734,-122.315,12743,65,0
465000.0,3,2.5,4473,2.0,0,0,3,0,98053,47.6825,-122.036,3322,20,0
299900.0,4,2.5,3632,2.0,0,0,3,0,98038,47.3672,-122.019,3800,12,0
715000.0,3,3.25,5000,2.0,0,0,3,0,98029,47.5558,-122.002,3977,17,0
235000.0,4,2.5,39639,1.0,0,0,3,580,98042,47.3472,-122.11,44866,53,0
276000.0,3,2.5,4400,2.0,0,0,3,0,98001,47.2877,-122.283,4400,16,0
265000.0,4,1.5,12728,1.0,0,0,4,560,98003,47.2808,-122.3,11125,59,0
425000.0,3,1.75,3000,1.0,0,2,4,840,98103,47.686,-122.346,3700,123,0
313000.0,4,2.5,10320,2.0,0,0,3,0,98092,47.2599,-122.215,9024,30,0
265000.0,3,2.25,10969,2.0,0,0,3,0,98001,47.3305,-122.285,7920,32,0
646000.0,3,2.75,6413,2.0,0,0,3,0,98028,47.7497,-122.245,6092,19,0
175000.0,3,1.0,6600,1.0,0,0,3,0,98146,47.4941,-122.34,9040,69,0
785000.0,3,2.75,5200,1.0,0,0,4,790,98199,47.6357,-122.397,5200,83,0
890000.0,4,2.75,4400,1.0,0,0,5,1350,98122,47.6158,-122.293,4400,103,0
612000.0,3,3.0,10327,1.0,0,0,3,0,98034,47.7239,-122.164,4629,25,0
330000.0,4,2.5,5674,2.0,0,0,3,0,98023,47.277,-122.347,5495,20,0
493000.0,3,2.25,11393,1.0,0,0,3,0,98052,47.6297,-122.099,11894,45,0
1600000.0,4,2.25,5735,1.0,0,0,3,1470,98112,47.6381,-122.304,5659,66,0
603500.0,6,2.75,8400,1.0,0,0,5,1110,98006,47.549,-122.173,8400,61,0
530000.0,2,1.5,3680,1.0,0,2,3,300,98126,47.5762,-122.377,3680,82,0
895000.0,5,2.5,14197,1.0,0,0,4,1130,98004,47.6005,-122.204,11629,61,0
267345.0,4,2.25,8165,1.0,0,0,4,900,98023,47.3092,-122.372,8250,51,0
455000.0,3,2.25,4653,2.0,0,0,4,0,98029,47.5667,-122.018,4119,38,0
630000.0,3,1.75,6930,1.0,0,0,3,290,98115,47.6782,-122.278,6930,79,0
690000.0,3,2.5,5001,2.0,0,0,3,0,98029,47.5533,-121.992,5001,19,0
212000.0,4,1.75,12705,1.0,0,0,4,0,98023,47.302,-122.382,8550,52,0
231500.0,4,2.25,7526,1.0,0,0,4,800,98030,47.3762,-122.183,7500,38,0
1237500.0,4,3.25,49936,2.0,0,0,4,0,98053,47.6676,-122.069,35363,32,0
378500.0,3,2.5,43821,2.0,0,0,4,0,98092,47.3163,-122.142,65340,33,0
482000.0,4,2.5,35868,2.0,0,0,3,0,98038,47.375,-122.022,36224,34,0
695000.0,2,1.0,3990,1.0,0,0,3,0,98103,47.6554,-122.333,5700,99,0
965000.0,4,2.5,57587,2.0,0,0,3,0,98052,47.6908,-122.052,35960,34,0
675000.0,3,1.75,5913,1.0,0,0,4,590,98199,47.6481,-122.406,5922,82,0
387000.0,3,1.5,6500,1.0,0,0,3,0,98034,47.7168,-122.192,7107,51,0
347500.0,4,2.75,7000,2.0,0,0,3,0,98058,47.4442,-122.129,7200,46,0
265000.0,3,1.0,4930,1.0,0,0,3,0,98126,47.5209,-122.374,5950,73,0
406000.0,3,1.0,5264,1.0,0,0,3,0,98115,47.6805,-122.301,5150,70,0
415000.0,3,1.0,3399,2.0,0,0,5,200,98103,47.6838,-122.352,3588,97,0
375000.0,3,1.75,8775,1.0,0,0,3,0,98034,47.7231,-122.17,7865,50,0
620000.0,4,2.5,7465,2.0,0,0,3,0,98074,47.6319,-122.022,7596,30,0
337500.0,5,2.5,4698,2.0,0,0,3,0,98038,47.3539,-122.024,4698,24,0
565000.0,3,2.5,12368,1.0,0,0,4,620,98005,47.5901,-122.167,11551,56,0
1065000.0,2,1.75,9466,2.0,0,0,3,0,98004,47.6144,-122.211,12825,36,0
352500.0,3,2.0,33630,1.0,0,0,3,0,98056,47.4983,-122.167,7505,31,0
259000.0,3,2.0,5909,1.0,0,0,3,600,98030,47.3665,-122.183,7887,37,0
320000.0,2,1.0,7620,1.0,0,0,3,0,98106,47.5268,-122.343,7620,52,0
733000.0,3,2.5,9888,2.0,0,0,4,0,98052,47.6712,-122.142,7829,34,0
381500.0,2,1.0,2910,1.0,0,0,5,0,98115,47.6859,-122.322,2910,99,0
343000.0,2,1.0,9261,1.0,0,0,4,240,98118,47.5492,-122.274,6325,66,0
205500.0,2,1.0,6400,1.0,0,0,5,0,98022,47.2113,-121.992,6400,85,0
525000.0,3,2.0,16530,1.0,0,0,5,0,98075,47.5821,-122.016,41006,56,0
300000.0,3,1.75,8352,1.0,0,2,5,750,98056,47.4883,-122.191,8447,80,0
561000.0,4,2.5,5250,2.0,0,0,3,0,98029,47.5763,-122.0,5392,33,0
450000.0,3,1.0,4000,1.5,0,0,3,120,98144,47.5934,-122.308,4000,95,0
540000.0,4,2.5,7850,2.0,0,0,3,0,98052,47.6914,-122.103,8140,38,0
230000.0,3,1.0,14000,1.0,0,0,4,0,98198,47.4213,-122.322,8750,65,0
399950.0,3,2.5,30605,2.0,0,0,4,0,98042,47.3442,-122.062,35350,34,0
355000.0,5,2.5,5806,2.0,0,0,3,0,98042,47.3714,-122.103,5813,21,0
580000.0,4,2.25,9593,1.0,0,0,3,0,98008,47.5883,-122.112,9628,54,0
700000.0,3,2.0,4299,1.5,0,0,4,450,98144,47.5779,-122.294,4548,101,0
279900.0,3,1.75,8151,1.0,0,1,4,480,98198,47.3672,-122.312,8151,61,0
1165000.0,3,3.0,5001,2.0,0,0,3,980,98122,47.6035,-122.285,6286,34,0
290300.0,2,1.0,3874,1.0,0,0,4,0,98055,47.4836,-122.204,5106,92,0
490000.0,3,1.0,6380,1.5,0,0,3,200,98125,47.7015,-122.317,6380,84,0
606000.0,4,2.5,13850,2.0,0,0,3,0,98027,47.5497,-122.077,10194,36,0
359950.0,3,1.0,4980,1.0,0,0,3,450,98133,47.7041,-122.34,4980,80,0
677100.0,3,2.0,9199,1.0,0,0,3,0,98074,47.6496,-122.083,8841,30,0
465000.0,3,2.0,7125,1.0,0,0,4,0,98074,47.6256,-122.059,8075,39,0
500000.0,3,2.0,41072,1.0,0,0,4,1520,98038,47.3944,-121.972,54014,45,0
455000.0,2,1.0,5000,1.0,0,0,4,0,98155,47.7518,-122.279,5965,73,0
705000.0,6,2.0,4240,1.5,0,0,4,600,98115,47.6754,-122.307,4240,112,0
420000.0,3,2.5,7020,1.0,0,0,4,600,98177,47.7575,-122.364,8400,56,0
169575.0,3,1.0,8284,1.0,0,0,3,0,98003,47.3327,-122.306,7848,55,0
250000.0,3,1.0,8284,1.0,0,0,3,0,98003,47.3327,-122.306,7848,55,0
530000.0,3,2.25,7262,1.0,0,0,5,500,98034,47.713,-122.225,7405,50,0
257500.0,3,1.75,14087,1.0,0,0,3,460,98042,47.3146,-122.043,13660,44,0
415000.0,3,1.0,6700,1.0,0,0,3,0,98125,47.7122,-122.29,7620,66,0
536000.0,3,1.75,3764,1.5,0,0,3,300,98107,47.672,-122.397,3764,78,0
246500.0,3,1.5,11600,1.0,0,0,4,0,98031,47.4075,-122.196,9945,59,0
395000.0,3,1.75,7700,1.0,0,0,3,0,98034,47.7225,-122.202,8560,48,0
739000.0,3,2.25,10530,1.0,0,0,4,520,98052,47.6383,-122.098,10014,49,0
1272000.0,4,2.75,13729,2.0,0,0,3,0,98005,47.6402,-122.171,16921,39,0
190000.0,3,1.0,10575,1.0,0,0,4,0,98003,47.2741,-122.301,10425,55,0
305000.0,3,1.5,9086,1.0,0,0,3,0,98168,47.4717,-122.323,9750,61,0
925000.0,4,4.25,13058,2.0,0,0,4,0,98028,47.7517,-122.225,12255,40,0
895000.0,4,3.0,13444,2.0,0,0,3,1140,98040,47.5468,-122.231,12935,46,0
656000.0,3,1.75,7475,1.5,0,0,3,0,98115,47.6732,-122.272,7216,80,0
560000.0,4,1.0,4690,1.5,0,0,3,400,98117,47.6829,-122.378,3876,78,0
610000.0,5,2.25,11700,2.0,0,0,3,0,98074,47.6322,-122.053,12000,46,0
645000.0,4,2.5,37522,2.0,0,0,3,0,98075,47.5852,-121.992,35280,36,0
259000.0,3,2.5,4400,2.0,0,0,3,0,98001,47.2872,-122.283,4400,16,0
980000.0,4,2.5,10962,2.0,0,0,3,0,98033,47.6533,-122.183,11651,33,0
475000.0,4,1.5,5534,1.5,0,0,4,780,98103,47.6944,-122.355,5913,108,0
350000.0,5,2.75,13482,1.0,0,0,4,1250,98042,47.3774,-122.16,14800,48,0
500000.0,4,2.5,8400,1.0,0,0,3,620,98006,47.5512,-122.17,8925,60,0
202500.0,3,1.5,9898,1.0,0,0,3,400,98148,47.4303,-122.334,9250,69,0
523000.0,4,2.5,65340,2.0,0,0,3,0,98027,47.4969,-122.06,74052,35,0
225000.0,3,2.5,10050,2.0,0,0,3,0,98001,47.2671,-122.236,10125,34,0
418200.0,3,2.25,9542,1.0,0,1,3,1050,98198,47.3995,-122.318,9542,43,0
356500.0,4,1.75,9670,1.0,0,0,3,400,98028,47.7432,-122.248,9100,64,0
670000.0,4,3.0,5000,1.5,0,0,4,1040,98103,47.6895,-122.331,4500,97,0
456150.0,3,2.25,12408,1.0,0,0,5,600,98155,47.7509,-122.3,12977,61,0
471000.0,4,2.5,9687,2.0,0,0,3,1010,98045,47.485,-121.799,10193,25,0
558000.0,3,2.5,934,3.0,0,0,3,0,98116,47.5891,-122.387,1280,15,0
161500.0,3,1.0,6000,1.0,0,0,5,0,98002,47.2811,-122.214,13137,62,0
311000.0,3,1.0,8370,1.5,0,0,3,0,98034,47.7284,-122.241,8370,61,0
470000.0,6,1.75,8732,1.5,0,0,4,0,98034,47.7252,-122.187,8024,57,0
569000.0,3,3.25,8227,1.5,0,0,5,450,98108,47.5665,-122.316,4800,94,0
689000.0,4,2.5,7350,2.0,0,0,3,0,98029,47.5652,-122.013,8017,34,0
278000.0,4,2.5,6037,2.0,0,0,3,0,98030,47.359,-122.191,6037,32,0
820000.0,2,2.5,4440,2.0,0,0,4,770,98112,47.6305,-122.3,4920,92,0
399500.0,3,1.75,7700,1.0,0,0,4,0,98056,47.5375,-122.176,7700,56,0
462000.0,3,2.75,2614,2.0,0,0,4,0,98008,47.6102,-122.114,2769,44,0
347500.0,3,1.0,12036,1.0,0,0,3,280,98042,47.3126,-122.043,12036,46,0
562100.0,2,0.75,3700,1.0,0,0,3,240,98107,47.6707,-122.364,4300,109,0
230000.0,2,1.0,7560,1.0,0,0,3,0,98058,47.4499,-122.176,7560,65,0
687000.0,4,2.5,10083,2.0,0,0,5,0,98033,47.6715,-122.166,10133,57,0
725786.0,4,2.5,5762,2.0,0,0,3,0,98075,47.5847,-122.08,6500,23,0
315500.0,3,1.0,12600,1.0,0,0,4,0,98072,47.7422,-122.1,13530,54,0
343000.0,3,3.25,1173,2.0,0,0,3,210,98133,47.7114,-122.356,1493,21,0
385195.0,1,1.0,6000,1.5,0,0,3,0,98144,47.5756,-122.316,4800,8,0
415000.0,4,2.25,12650,1.0,0,0,4,510,98059,47.4777,-122.142,12650,42,0
461000.0,3,1.75,8666,2.0,0,0,4,1200,98033,47.6893,-122.167,8200,75,0
369990.0,4,2.5,7133,2.0,0,0,3,0,98056,47.4941,-122.19,6705,21,0
349950.0,4,2.5,3134,2.0,0,0,3,0,98019,47.7351,-121.985,3751,24,0
285750.0,3,2.25,17126,1.0,0,0,3,560,98055,47.4436,-122.21,11466,57,0
542500.0,4,2.25,10160,1.0,0,0,3,430,98005,47.5909,-122.158,11165,51,0
830000.0,5,3.5,5400,2.0,0,0,3,810,98053,47.7085,-122.117,5460,12,0
705000.0,4,2.5,20946,2.0,0,0,4,560,98034,47.7085,-122.24,11342,47,0
615000.0,2,1.0,5000,1.0,0,0,3,180,98117,47.6828,-122.393,5000,74,0
184500.0,2,1.0,5880,1.0,0,0,3,0,98178,47.5056,-122.27,7200,83,0
412000.0,2,1.0,5120,1.0,0,0,3,0,98122,47.6048,-122.312,4000,122,0
250000.0,3,1.5,11111,1.5,0,0,3,0,98168,47.492,-122.309,8422,89,0
580000.0,5,2.0,6000,2.0,0,0,3,0,98105,47.6685,-122.305,5000,120,0
220000.0,2,1.0,6000,1.0,0,0,5,0,98055,47.4759,-122.208,6000,100,0
675000.0,4,2.75,8937,1.0,0,0,4,780,98033,47.6495,-122.194,9038,47,0
373500.0,2,1.0,3330,1.0,0,0,3,0,98107,47.6566,-122.358,4320,105,0
662700.0,2,1.5,6900,2.0,0,0,3,850,98118,47.5568,-122.271,6900,113,0
239950.0,5,1.0,6032,2.0,0,0,4,0,98168,47.487,-122.282,10300,82,0
383000.0,3,1.0,10196,1.0,0,0,4,0,98052,47.6788,-122.162,8925,66,0
485000.0,3,2.75,12350,1.0,0,0,4,1180,98028,47.7669,-122.268,14075,48,0
610000.0,4,2.75,36583,1.0,0,0,5,1020,98075,47.593,-122.054,27820,47,0
545000.0,6,1.75,6250,1.0,0,0,3,690,98116,47.579,-122.39,5750,69,0
780000.0,2,2.5,2500,2.0,0,0,5,870,98112,47.6233,-122.3,5000,122,0
305000.0,3,2.5,3240,2.0,0,0,3,0,98055,47.4288,-122.19,3240,18,0
405000.0,3,1.0,15678,1.0,0,0,3,430,98074,47.6355,-122.037,12696,39,0
273000.0,3,1.75,9045,2.0,0,0,4,0,98058,47.4572,-122.18,9045,64,0
326500.0,3,1.0,12375,2.0,0,0,3,0,98072,47.7427,-122.172,9357,53,0
365000.0,3,1.75,9134,1.0,0,0,5,500,98056,47.5087,-122.193,8190,42,0
1000750.0,3,2.75,10739,2.0,0,0,3,630,98004,47.6444,-122.191,11913,36,0
422500.0,2,1.0,4046,1.0,0,0,3,0,98117,47.6895,-122.382,4046,83,0
354450.0,4,2.75,9920,2.0,0,0,3,0,98001,47.3529,-122.274,9920,30,0
320000.0,3,1.0,9540,1.0,0,0,4,0,98077,47.758,-122.075,10350,52,0
223000.0,3,1.0,9120,1.0,0,0,3,0,98032,47.3607,-122.291,10220,62,0
410000.0,3,2.5,4948,2.0,0,0,3,0,98053,47.6966,-122.025,3383,15,0
438000.0,3,1.0,4000,1.5,0,0,4,0,98144,47.5881,-122.299,4000,100,0
390000.0,3,3.0,2944,2.0,0,0,3,530,98199,47.6506,-122.384,1600,30,0
298500.0,4,2.5,5954,2.0,0,0,3,0,98092,47.3293,-122.194,5880,19,0
749999.0,5,2.25,13630,2.0,0,0,3,0,98006,47.5585,-122.117,10700,34,0
779000.0,6,2.5,12000,1.0,0,1,3,1450,98115,47.6935,-122.28,10320,57,0
570000.0,3,2.75,11936,2.0,0,2,3,1200,98034,47.6987,-122.231,12333,45,0
385000.0,3,1.0,4600,1.0,0,0,3,0,98144,47.5712,-122.316,4800,105,0
